id,question
560, Find the condition number $\kappa_2(A)$ for $A = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix}$.
561,Compute the QR decomposition of $A = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$ using Gram-Schmidt.
562,Find the null space of $A = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix}$.
563,Compute $A^2$ where $A = \begin{pmatrix} 1 & 2 \\ 0 & 3 \end{pmatrix}$.
564,Find the characteristic polynomial of $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$.
565,Calculate the Frobenius norm of $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
566,Compute the matrix exponential $e^A$ where $A = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$.
567,Find the singular values of $A = \begin{pmatrix} 3 & 0 \\ 0 & 2 \\ 0 & 0 \end{pmatrix}$.
568, Solve the least squares problem $\min_x \|Ax - b\|_2^2$ where $A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix}$.
569,Calculate the spectral radius of $A = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$.
570, Find the column space of $A = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 1 & 3 \\ 1 & -1 & 2 \end{pmatrix}$.
571,Compute the matrix norm $\|A\|_1$ where $A = \begin{pmatrix} 2 & -1 & 3 \\ 1 & 4 & -2 \end{pmatrix}$.
572,Find the orthogonal projection of $b = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix}$ onto the column space of $A = \begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 1 & 1 \end{pmatrix}$.
573,Solve the system using Jacobi iteration: $\begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix} x = \begin{pmatrix} 5 \\ 6 \end{pmatrix}$ with initial guess $x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
574,Find the Cholesky decomposition of $A = \begin{pmatrix} 4 & 2 \\ 2 & 2 \end{pmatrix}$.
575,Calculate the power method iteration for finding the dominant eigenvalue of $A = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}$ starting with $v^{(0)} = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
576, Find the Jordan normal form of $A = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix}$.
577,Compute the matrix square root of $A = \begin{pmatrix} 5 & 0 \\ 0 & 9 \end{pmatrix}$.
578,Calculate the generalized inverse of $A = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix}$.
579," Solve the Sylvester equation $AX + XB = C$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 3 \end{pmatrix}$, $C = \begin{pmatrix} 4 \\ 5 \end{pmatrix}$."
580, Find the Schur decomposition of $A = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$.
581,Solve the matrix equation $X^2 = A$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix}$.
582,"Calculate the commutator $[A,B] = AB - BA$ where $A = \begin{pmatrix} 1 & 2 \\ 0 & 1 \end{pmatrix}$ and $B = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix}$."
583,Compute the Gershgorin circles for $A = \begin{pmatrix} 3 & 1 & 0 \\ 1 & 2 & 1 \\ 0 & 1 & 4 \end{pmatrix}$.
584,Find the matrix square using Cayley-Hamilton theorem for $A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$.
585,Calculate the matrix function $f(A) = A^3 - 2A + I$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix}$.
586, Find the adjugate matrix of $A = \begin{pmatrix} 1 & 2 & 3 \\ 0 & 1 & 4 \\ 5 & 6 & 0 \end{pmatrix}$.
587, Solve the generalized eigenvalue problem $Ax = \lambda Bx$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
588,Find the best rank-1 approximation to $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ using SVD.
589,Find the Moore-Penrose inverse of $A = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix}$.
590,"Solve the constrained least squares problem: minimize $\|Ax - b\|_2^2$ subject to $Cx = d$ where $A = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$, $b = \begin{pmatrix} 2 \\ 1 \\ 1 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 1 \end{pmatrix}$, $d = 1$."
591,Compute the weighted least squares solution to $Ax = b$ with weight matrix $W = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix}$ where $A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \end{pmatrix}$ and $b = \begin{pmatrix} 3 \\ 4 \end{pmatrix}$
592,Find the principal angles between subspaces spanned by $A = \begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 0 & 0 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$.
593,Compute the hyperbolic matrix functions $\sinh(A)$ and $\cosh(A)$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
594,Find the spectral decomposition of $A = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$.
595, Compute the matrix power $A^{10}$ where $A = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}$ using diagonalization.
596, Find the left and right null spaces of $A = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix}$.
597,Compute the Binet-Cauchy theorem application for $\det(AB)$ where $A$ is $3 \times 2$ and $B$ is $2 \times 3$.
598, Calculate the matrix permanent of $A = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$.
599,Compute the Householder reflection matrix that reflects vector $x = \begin{pmatrix} 3 \\ 4 \end{pmatrix}$ to $\begin{pmatrix} 5 \\ 0 \end{pmatrix}$.
600, Find the Givens rotation matrix that zeros the second component of $\begin{pmatrix} 3 \\ 4 \end{pmatrix}$.
601,Compute the LU decomposition of the matrix \( A = \begin{pmatrix} 2 & 1 & 3 \\ 4 & 3 & 7 \\ 2 & 2 & 5 \end{pmatrix} \).
602,Find the eigenvalues of \( A = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix} \).
603,Solve the system \( Ax = b \) where \( A = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix} \) and \( b = \begin{pmatrix} 5 \\ 7 \end{pmatrix} \) using Cramer's rule.
604,Compute the QR decomposition of \( A = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix} \) using Gram-Schmidt.
605,Calculate the condition number \( \kappa_2(A) \) for \( A = \begin{pmatrix} 2 & 1 \\ 0 & 1 \end{pmatrix} \).
606,Perform one iteration of the Jacobi method for \( \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 5 \\ 6 \end{pmatrix} \) with initial guess \( x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix} \).
607,Find the singular value decomposition of \( A = \begin{pmatrix} 1 & 1 \\ 0 & 1 \\ 1 & 0 \end{pmatrix} \).
608,Solve the least squares problem \( \min_x \|Ax - b\|_2^2 \) where \( A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix} \) and \( b = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix} \).
609,Compute the Cholesky decomposition of \( A = \begin{pmatrix} 4 & 2 \\ 2 & 2 \end{pmatrix} \).
610,Find the spectral radius of \( A = \begin{pmatrix} 1 & 2 \\ 3 & 2 \end{pmatrix} \).
611,Perform one step of the power method on \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) with initial vector \( v^{(0)} = \begin{pmatrix} 1 \\ 0 \end{pmatrix} \).
612,Calculate the Frobenius norm of \( A = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{pmatrix} \).
613,Find the inverse of \( A = \begin{pmatrix} 1 & 2 & 1 \\ 0 & 1 & 1 \\ 1 & 0 & 1 \end{pmatrix} \) using Gauss-Jordan elimination.
614,Solve \( Ax = b \) using forward substitution where \( A = \begin{pmatrix} 2 & 0 & 0 \\ 1 & 3 & 0 \\ 4 & 2 & 5 \end{pmatrix} \) and \( b = \begin{pmatrix} 4 \\ 7 \\ 22 \end{pmatrix} \).
615,Compute the matrix exponential \( e^A \) for \( A = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix} \).
616,Find the rank of \( A = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 3 & 5 \end{pmatrix} \) using row reduction.
617,Perform one iteration of the Gauss-Seidel method for the system \( \begin{pmatrix} 3 & 1 \\ 1 & 4 \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 5 \\ 6 \end{pmatrix} \) with initial guess \( x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix} \).
618,Calculate the determinant of \( A = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 10 \end{pmatrix} \) using cofactor expansion.
619,Find the pseudoinverse of \( A = \begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 1 & 1 \end{pmatrix} \).
620,Compute the 1-norm of \( A = \begin{pmatrix} 1 & -2 \\ 3 & 4 \end{pmatrix} \).
621,Find the null space of \( A = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix} \).
622,Solve the triangular system \( \begin{pmatrix} 2 & 3 & 1 \\ 0 & 4 & 2 \\ 0 & 0 & 5 \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \\ x_3 \end{pmatrix} = \begin{pmatrix} 11 \\ 10 \\ 15 \end{pmatrix} \) using back substitution.
623,Find the eigenvalues of the tridiagonal matrix \( A = \begin{pmatrix} 2 & 1 & 0 \\ 1 & 2 & 1 \\ 0 & 1 & 2 \end{pmatrix} \).
624,Compute the matrix norm \( \|A\|_\infty \) for \( A = \begin{pmatrix} 1 & -3 & 2 \\ 4 & 0 & -1 \\ -2 & 1 & 3 \end{pmatrix} \).
625,Perform Gaussian elimination with partial pivoting on \( \begin{pmatrix} 1 & 2 & 3 \\ 2 & 3 & 4 \\ 3 & 4 & 6 \end{pmatrix} \).
626,Find the column space of \( A = \begin{pmatrix} 1 & 2 & 3 \\ 0 & 1 & 2 \\ 1 & 3 & 5 \end{pmatrix} \).
627,Calculate the trace and determinant of \( A = \begin{pmatrix} 3 & 1 & 2 \\ 0 & 4 & 1 \\ 0 & 0 & 5 \end{pmatrix} \).
628,Solve the system \( Ax = b \) using LU decomposition where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 7 \end{pmatrix} \) and \( b = \begin{pmatrix} 3 \\ 10 \end{pmatrix} \).
629,Find the eigenvector corresponding to \( \lambda = 3 \) for \( A = \begin{pmatrix} 1 & 2 \\ 2 & 1 \end{pmatrix} \).
630,Compute the condition number \( \kappa_1(A) \) for \( A = \begin{pmatrix} 1 & 1 \\ 0 & \epsilon \end{pmatrix} \) where \( \epsilon = 10^{-6} \).
631,Perform one iteration of the inverse power method on \( A = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix} \) with shift \( \sigma = 2 \) and initial vector \( v^{(0)} = \begin{pmatrix} 1 \\ 1 \end{pmatrix} \).
632,Find the QR decomposition of \( A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \\ 0 & 0 \end{pmatrix} \) using Householder reflections.
633,"Calculate the residual \( r = b - Ax \) for \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \), \( x = \begin{pmatrix} 1 \\ 1 \end{pmatrix} \), and \( b = \begin{pmatrix} 4 \\ 8 \end{pmatrix} \)."
634,Find the Jordan canonical form of \( A = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix} \).
635,Solve the overdetermined system \( \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \\ 1 & 4 \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 2 \\ 3 \\ 5 \\ 6 \end{pmatrix} \) in the least squares sense.
636,Compute the matrix square root of \( A = \begin{pmatrix} 5 & 0 \\ 0 & 9 \end{pmatrix} \).
637,Find the minimal polynomial of \( A = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{pmatrix} \).
638,Perform one step of the QR algorithm on \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \).
639,Calculate the generalized inverse of \( A = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix} \).
640,"Find the solution to the Sylvester equation \( AX + XB = C \) where \( A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \), \( B = \begin{pmatrix} 3 \end{pmatrix} \), and \( C = \begin{pmatrix} 4 \\ 5 \end{pmatrix} \)."
641,Compute the Schur decomposition of \( A = \begin{pmatrix} 0 & 1 \\ -1 & 0 \end{pmatrix} \).
642,Solve the matrix equation \( X^2 = A \) where \( A = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \).
643,Find the best rank-1 approximation to \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) using SVD.
644,Calculate the exponential of \( A = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix} \) using the Jordan form.
645,Find the solution to the discrete Lyapunov equation \( X - AXA^T = Q \) where \( A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix} \) and \( Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \).
646,Compute the matrix logarithm of \( A = \begin{pmatrix} e & 0 \\ 0 & e^2 \end{pmatrix} \).
647,Find the polar decomposition \( A = UP \) of \( A = \begin{pmatrix} 3 & 4 \\ 0 & 5 \end{pmatrix} \).
648,Solve the generalized eigenvalue problem \( Ax = \lambda Bx \) where \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) and \( B = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \).
649,Calculate the nuclear norm of \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \).
650,Find the Kronecker product \( A \otimes B \) where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \) and \( B = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \).
651,Compute the matrix sign function of \( A = \begin{pmatrix} 2 & 0 \\ 0 & -3 \end{pmatrix} \).
652,Solve the continuous Lyapunov equation \( AX + XA^T = -Q \) where \( A = \begin{pmatrix} -1 & 1 \\ 0 & -2 \end{pmatrix} \) and \( Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \).
653,Find the Drazin inverse of \( A = \begin{pmatrix} 1 & 1 \\ 0 & 0 \end{pmatrix} \).
654,Calculate the Hadamard product \( A \circ B \) where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \) and \( B = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix} \).
655,"Find the commutator \( [A,B] = AB - BA \) where \( A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \) and \( B = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \)."
656,Compute the vec operation on \( A = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix} \).
657,Find the matrix square root of \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) using diagonalization.
658,"Solve the matrix equation \( AXB = C \) where \( A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \), \( B = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \), and \( C = \begin{pmatrix} 6 & 8 \\ 9 & 12 \end{pmatrix} \)."
659,Calculate the operator norm \( \|A\|_{2 \to 1} \) where \( A = \begin{pmatrix} 1 & 1 \\ 1 & -1 \end{pmatrix} \).
660,"Find the generalized Schur decomposition of the matrix pair \( (A,B) \) where \( A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix} \) and \( B = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \)."
661,Compute the matrix \( p \)-norm \( \|A\|_p \) for \( p = 2 \) where \( A = \begin{pmatrix} 3 & 0 \\ 0 & 4 \end{pmatrix} \).
662,"Find the solution to the discrete algebraic Riccati equation \( X = A^T X A - A^T X B(R + B^T X B)^{-1}B^T X A + Q \) where \( A = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix} \), \( B = \begin{pmatrix} 0 \\ 1 \end{pmatrix} \), \( Q = I \), and \( R = 1 \)."
663,Calculate the Gershgorin circles for \( A = \begin{pmatrix} 3 & 1 & 1 \\ 1 & 4 & 0 \\ 2 & 1 & 5 \end{pmatrix} \).
664,Find the matrix function \( f(A) = A^3 - 2A^2 + A \) where \( A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix} \).
665,Compute the Bauer-Fike bound for the eigenvalue perturbation of \( A = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix} \) with perturbation \( E = \begin{pmatrix} 0.1 & 0 \\ 0 & 0.1 \end{pmatrix} \).
666,"Find the weighted least squares solution to \( \min_x \|W(Ax - b)\|_2^2 \) where \( A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix} \), \( b = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix} \), and \( W = \begin{pmatrix} 2 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{pmatrix} \)."
667,Calculate the matrix cosine \( \cos(A) \) where \( A = \begin{pmatrix} 0 & \pi \\ 0 & 0 \end{pmatrix} \).
668,Find the solution to the matrix differential equation \( \frac{dX}{dt} = AX \) where \( A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix} \) and \( X(0) = I \).
669,Compute the numerical rank of \( A = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6.0001 \\ 3 & 6 & 9 \end{pmatrix} \) with tolerance \( \epsilon = 10^{-3} \).
670,Find the best rank-2 approximation to \( A = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix} \) using SVD.
671,"Solve the constrained least squares problem \( \min_x \|Ax - b\|_2^2 \) subject to \( Cx = d \) where \( A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 2 & 1 \end{pmatrix} \), \( b = \begin{pmatrix} 2 \\ 3 \\ 4 \end{pmatrix} \), \( C = \begin{pmatrix} 1 & 1 \end{pmatrix} \), and \( d = 2 \)."
672,Calculate the matrix \( p \)-th root \( A^{1/p} \) for \( p = 3 \) where \( A = \begin sobrev{p} = 3 \) where \( A = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix} \).
673,"Find the solution to the Stein equation \( AXB - X = C \) where \( A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix} \), \( B = \begin{pmatrix} 0.6 & 0 \\ 0 & 0.7 \end{pmatrix} \), and \( C = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \)."
674,Compute the Schatten \( p \)-norm \( \|A\|_{S_p} \) for \( p = 1 \) where \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \).
675,Find the matrix geometric mean \( A \# B \) where \( A = \begin{pmatrix} 4 & 0 \\ 0 & 9 \end{pmatrix} \) and \( B = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \).
676,Calculate the matrix arithmetic-harmonic mean inequality verification for \( A = \begin{pmatrix} 2 & 0 \\ 0 & 8 \end{pmatrix} \) and \( B = \begin{pmatrix} 8 & 0 \\ 0 & 2 \end{pmatrix} \).
677,"Solve the generalized Sylvester equation \( AXB + CXD = E \) where all matrices are \( 2 \times 2 \) with \( A = I \), \( B = 2I \), \( C = I \), \( D = 3I \), and \( E = \begin{pmatrix} 5 & 0 \\ 0 & 5 \end{pmatrix} \)."
678,Find the principal square root of \( A = \begin{pmatrix} 5 & 4 \\ 4 & 5 \end{pmatrix} \).
679,Compute the Frobenius companion matrix for the polynomial \( p(x) = x^3 - 6x^2 + 11x - 6 \).
680,"Find the solution to the discrete-time algebraic Riccati equation in the simplified case where \( A = \begin{pmatrix} 1.1 & 0 \\ 0 & 0.9 \end{pmatrix} \), \( B = \begin{pmatrix} 1 \\ 1 \end{pmatrix} \), \( Q = I \), and \( R = 1 \)."
681,Calculate the matrix unwinding number for \( A = \begin{pmatrix} e^{i\pi} & 0 \\ 0 & e^{-i\pi} \end{pmatrix} \).
682,Find the Perron-Frobenius eigenvalue of \( A = \begin{pmatrix} 2 & 1 \\ 3 & 2 \end{pmatrix} \).
683,Compute the matrix hyperbolic sine \( \sinh(A) \) where \( A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \).
684,"Find the solution to the continuous-time algebraic Riccati equation \( A^T X + XA - XBR^{-1}B^T X + Q = 0 \) where \( A = \begin{pmatrix} 0 & 1 \\ -1 & -2 \end{pmatrix} \), \( B = \begin{pmatrix} 0 \\ 1 \end{pmatrix} \), \( Q = I \), and \( R = 1 \)."
685,Calculate the matrix sector function \( \text{sector}(A) \) for \( A = \begin{pmatrix} 1+i & 0 \\ 0 & 2-i \end{pmatrix} \).
686,Find the Löwner partial ordering comparison between \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) and \( B = \begin{pmatrix} 3 & 0 \\ 0 & 1 \end{pmatrix} \).
687,Compute the matrix Lambert W function \( W(A) \) for \( A = \begin{pmatrix} e & 0 \\ 0 & e \end{pmatrix} \).
688,Find the matrix Padé approximant \( [1/1] \) for \( e^A \) where \( A = \begin{pmatrix} 0.1 & 0 \\ 0 & 0.2 \end{pmatrix} \).
689,Calculate the matrix Fréchet derivative of \( f(A) = A^2 \) at \( A = I \) in the direction \( H = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \).
690,"Find the solution to the generalized continuous Lyapunov equation \( AXE^T + EXA^T = -Q \) where \( A = \begin{pmatrix} -1 & 0 \\ 0 & -2 \end{pmatrix} \), \( E = I \), and \( Q = I \)."
691,"Compute the matrix Mittag-Leffler function \( E_{\alpha,\beta}(A) \) for \( \alpha = 2 \), \( \beta = 1 \), and \( A = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \)."
692,Find the matrix Caputo fractional derivative of order \( \alpha = 1/2 \) for \( A(t) = tI \) at \( t = 1 \).
693,Calculate the matrix Riemann-Liouville fractional integral of order \( \alpha = 1/2 \) for \( A = I \).
694,Find the solution to the fractional matrix differential equation \( {}^C D_t^\alpha X(t) = AX(t) \) where \( \alpha = 1/2 \) and \( A = \begin{pmatrix} -1 & 0 \\ 0 & -2 \end{pmatrix} \) with \( X(0) = I \).
695,"Compute the matrix hypergeometric function \( {}_{1}F_1(a;b;A) \) for \( a = 1 \), \( b = 2 \), and \( A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \)."
696,Find the matrix Bessel function \( J_0(A) \) where \( A = \begin{pmatrix} 0 & 0 \\ 0 & \pi \end{pmatrix} \).
697,Calculate the matrix Airy function \( \text{Ai}(A) \) for \( A = \begin{pmatrix} 0 & 0 \\ 0 & 1 \end{pmatrix} \).
698,Find the matrix elliptic integral \( K(A) \) where \( A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix} \).
699,Compute the matrix Gamma function \( \Gamma(A) \) for \( A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \).
700,Find the matrix zeta function \( \zeta(A) \) for \( A = \begin{pmatrix} 2 & 0 \\ 0 & 4 \end{pmatrix} \).
701,Find the determinant of the matrix $A = \begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix}$.
702,"Solve the system of equations: $2x + 3y = 7$, $x - y = 1$."
703,Find the inverse of matrix $B = \begin{pmatrix} 2 & 1 \\ 3 & 2 \end{pmatrix}$.
704,Calculate the eigenvalues of matrix $C = \begin{pmatrix} 5 & 2 \\ 2 & 5 \end{pmatrix}$.
705,Find the rank of matrix $D = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 1 & 2 \end{pmatrix}$.
706,"Compute the dot product of vectors $\vec{u} = (3, 4, 5)$ and $\vec{v} = (1, 2, 3)$."
707,"Find the norm of vector $\vec{w} = (6, 8)$."
708,Solve the matrix equation $AX = B$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 5 \\ 11 \end{pmatrix}$.
709,Find the trace of matrix $E = \begin{pmatrix} 7 & 3 & 1 \\ 2 & 5 & 4 \\ 6 & 8 & 9 \end{pmatrix}$.
710,"Calculate the cross product of vectors $\vec{a} = (2, 1, 3)$ and $\vec{b} = (1, 4, 2)$."
711,Find the determinant of $F = \begin{pmatrix} 2 & 1 & 3 \\ 0 & 4 & 1 \\ 0 & 0 & 5 \end{pmatrix}$.
712,"Solve the system: $x + 2y + z = 6$, $2x + y - z = 1$, $x - y + 2z = 7$."
713,Find the eigenvalues of $G = \begin{pmatrix} 4 & -2 \\ 1 & 1 \end{pmatrix}$.
714,Calculate the matrix product $AB$ where $A = \begin{pmatrix} 1 & 3 \\ 2 & 1 \end{pmatrix}$ and $B = \begin{pmatrix} 4 & 1 \\ 2 & 3 \end{pmatrix}$.
715,Find the null space of matrix $H = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix}$.
716,Calculate the condition number of matrix $I = \begin{pmatrix} 2 & 0 \\ 0 & 0.1 \end{pmatrix}$.
717,Find the QR decomposition of matrix $J = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$.
718,Solve the least squares problem $\min ||Ax - b||^2$ where $A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix}$.
719,Find the singular values of matrix $K = \begin{pmatrix} 3 & 0 \\ 0 & 2 \\ 0 & 0 \end{pmatrix}$.
720,Calculate the Frobenius norm of matrix $L = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
721,Find the LU decomposition of matrix $M = \begin{pmatrix} 2 & 1 \\ 4 & 3 \end{pmatrix}$.
722,Solve the eigenvalue problem for matrix $N = \begin{pmatrix} 6 & -3 \\ 2 & 1 \end{pmatrix}$.
723,Calculate the matrix exponential $e^{At}$ where $A = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$ and $t = 1$.
724,Find the pseudoinverse of matrix $O = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix}$.
725,"Solve the Sylvester equation $AX + XB = C$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 3 \end{pmatrix}$, $C = \begin{pmatrix} 4 \\ 5 \end{pmatrix}$."
